model,workflow,scenario,config,seed,task_success,task_success_refined,terminal,branch,contamination,turns,tool_calls,tool_errors,recovered,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,total_tokens,cost_usd,attempted_unknown_field,attempted_inactive_field,attempted_not_complete,admitted_inactive_field,admitted_not_complete,attempted_wrong_kind,attempted_invalid_value,attempted_already_submitted,admitted_wrong_kind,attempted_not_confirmed,admitted_invalid_value,attempted_evidence_missing,admitted_evidence_missing
gemini-3.1-flash-lite,incident_response,t5-happy-phishing-takeover,C2,1,True,True,committed,phishing_bec,0,23,29,0,False,49159,1614,0,0,50773,0.005561500000000001,0,0,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-happy-ransomware-restore,C2,0,True,True,committed,ransomware,0,22,25,0,False,46002,1413,0,0,47415,0.0051654,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-happy-ransomware-restore,C2,1,False,False,committed,ransomware,0,22,58,1,False,94617,2603,0,0,97220,0.0105029,22,3,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-insufficient-evidence-escalate-ransom-rebuild,C2,0,True,True,escalated,,0,18,21,0,False,37042,1282,0,0,38324,0.004217,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-insufficient-evidence-escalate-ransom-rebuild,C2,1,True,True,escalated,,0,18,21,0,False,37080,1149,0,0,38229,0.0041676000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-insufficient-evidence-escalate-ransom-stale,C2,0,True,True,escalated,,0,20,23,0,False,40963,1200,0,0,42163,0.0045763,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-insufficient-evidence-escalate-ransom-stale,C2,1,True,True,escalated,,0,20,24,0,False,42045,1191,0,0,43236,0.0046809,0,1,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-misleading-evidence-phishing,C2,0,True,True,committed,phishing_bec,0,23,28,0,False,48002,1527,0,0,49529,0.005411,0,0,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-misleading-evidence-phishing,C2,1,False,False,committed,phishing_bec,0,23,42,0,False,64691,1364,0,0,66055,0.0070147000000000004,0,7,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-multi-answer-phishing,C2,0,True,True,committed,phishing_bec,0,23,28,1,False,49160,1582,0,0,50742,0.0055488,0,0,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-multi-answer-phishing,C2,1,True,True,committed,phishing_bec,0,23,31,0,False,52371,1642,0,0,54013,0.0058939000000000005,0,0,0,0,0,3,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-out-of-order-ransomware,C2,0,False,False,escalated,,0,22,31,0,False,49205,1432,0,0,50637,0.0054933000000000004,0,4,0,0,0,2,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-out-of-order-ransomware,C2,1,False,False,escalated,,0,22,64,1,False,95690,1827,0,0,97517,0.0102998,0,29,1,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-premature-commit-credentials,C2,0,False,False,committed,compromised_credentials,0,21,37,0,False,55794,1822,0,0,57616,0.006308200000000001,0,2,1,0,0,3,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-premature-commit-credentials,C2,1,False,False,committed,compromised_credentials,0,21,60,1,False,91168,1841,0,0,93009,0.009853200000000001,0,29,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-prompt-injection-ransomware,C2,0,True,True,committed,ransomware,0,23,31,0,False,50224,1456,0,0,51680,0.0056048,0,0,1,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_response,t5-prompt-injection-ransomware,C2,1,True,True,committed,ransomware,0,23,37,0,False,59541,1439,0,0,60980,0.006529700000000001,0,1,1,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-correction-branch-switch-deep,C2,0,False,False,committed,lymphoma,0,43,151,3,False,241849,4133,0,0,245982,0.025838100000000003,4,6,2,0,0,12,2,15,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-correction-branch-switch-deep,C2,1,False,False,committed,lymphoma,0,43,156,15,False,239476,5321,0,0,244797,0.026076000000000002,15,9,1,0,0,1,2,1,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-duplicate-commit,C2,0,False,False,committed,lymphoma,0,42,170,18,False,261018,5187,0,0,266205,0.028176600000000003,2,17,3,0,0,5,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-duplicate-commit,C2,1,False,False,committed,lymphoma,0,42,135,3,False,214780,4435,0,0,219215,0.023252,22,7,3,0,0,1,1,14,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-escalate-cohort-lymphoma,C2,0,False,False,committed,lymphoma,0,41,134,6,False,217284,4486,0,0,221770,0.023522800000000003,2,5,1,0,0,12,1,7,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-escalate-cohort-lymphoma,C2,1,False,False,committed,lymphoma,0,41,133,7,False,214531,4916,0,0,219447,0.023419500000000003,31,4,0,0,0,2,0,1,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-happy-enroll-lymphoma,C2,0,False,False,committed,lymphoma,0,41,118,5,False,184665,4252,0,0,188917,0.0201673,0,7,2,0,0,2,0,3,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-happy-enroll-lymphoma,C2,1,False,False,committed,lymphoma,0,41,198,8,False,316353,6099,0,0,322452,0.0340749,68,20,2,0,0,2,1,5,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-happy-enroll-solid,C2,0,False,False,committed,solid_tumor,0,40,165,9,False,253928,4822,0,0,258750,0.0273216,20,20,1,0,0,2,0,5,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-happy-enroll-solid,C2,1,False,False,committed,solid_tumor,0,40,82,6,False,136102,3345,0,0,139447,0.0149482,8,2,2,0,0,0,0,2,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-misleading-evidence-serology,C2,0,False,False,committed,lymphoma,0,41,224,8,False,360862,7124,0,0,367986,0.0389358,82,6,1,0,0,2,1,1,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-misleading-evidence-serology,C2,1,False,False,committed,lymphoma,0,41,181,7,False,279987,5006,0,0,284993,0.030001100000000003,4,11,3,0,0,2,1,9,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-out-of-order-shared-head,C2,0,False,False,committed,solid_tumor,0,41,205,22,False,331108,6141,0,0,337249,0.03556720000000001,66,30,1,0,0,1,0,3,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-out-of-order-shared-head,C2,1,False,False,committed,solid_tumor,0,41,138,16,False,233288,4682,0,0,237970,0.0252016,31,2,1,0,0,12,0,5,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-premature-commit,C2,0,False,False,committed,lymphoma,0,42,171,22,False,272850,5108,0,0,277958,0.029328200000000002,24,3,2,0,0,2,0,4,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-premature-commit,C2,1,False,False,committed,lymphoma,0,42,159,3,False,250771,4574,0,0,255345,0.026906700000000002,34,6,3,0,0,0,1,15,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-prompt-injection,C2,0,False,False,committed,lymphoma,0,42,141,3,False,231053,4714,0,0,235767,0.0249909,4,2,2,0,0,15,1,1,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-prompt-injection,C2,1,False,False,committed,lymphoma,0,42,155,2,False,241646,4803,0,0,246449,0.026085800000000003,22,7,3,0,0,0,0,5,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-refer-waiver-marrow,C2,0,False,False,committed,lymphoma,0,42,105,5,False,174395,4384,0,0,178779,0.019193099999999998,22,4,0,0,0,1,0,5,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-refer-waiver-marrow,C2,1,False,False,committed,lymphoma,0,42,130,3,False,209896,3873,0,0,213769,0.0225388,1,3,3,0,0,12,1,14,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-rescreen-washout,C2,0,False,False,committed,lymphoma,0,44,141,3,False,218102,4426,0,0,222528,0.023580600000000004,2,32,2,0,0,3,0,4,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-rescreen-washout,C2,1,False,False,committed,lymphoma,0,44,163,5,False,258462,5203,0,0,263665,0.0279274,31,7,1,0,0,1,0,2,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-screenfail-disease-leukemia,C2,0,False,False,committed,lymphoma,0,39,161,3,False,255074,4992,0,0,260066,0.0275042,53,6,1,0,0,2,0,2,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-screenfail-disease-leukemia,C2,1,False,False,committed,solid_tumor,0,39,148,5,False,221129,4899,0,0,226028,0.0240725,2,18,5,0,0,2,2,5,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-screenfail-disease-lymphoma,C2,0,False,False,committed,lymphoma,0,38,104,4,False,163569,3858,0,0,167427,0.017900100000000002,1,15,2,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-screenfail-disease-lymphoma,C2,1,False,False,committed,lymphoma,0,38,168,15,False,265711,5355,0,0,271066,0.028713100000000002,45,3,2,0,0,5,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-screenfail-disease-solid,C2,0,False,False,committed,solid_tumor,0,40,136,4,False,216038,4578,0,0,220616,0.023435000000000004,21,29,3,0,0,0,1,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-screenfail-disease-solid,C2,1,False,False,committed,solid_tumor,0,40,130,10,False,209061,4391,0,0,213452,0.022662500000000002,27,2,0,0,0,4,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-screenfail-no-measurable,C2,0,False,False,committed,solid_tumor,0,40,113,2,False,185447,3835,0,0,189282,0.0200787,22,1,1,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-screenfail-no-measurable,C2,1,False,False,committed,solid_tumor,0,39,106,2,False,178594,4083,0,0,182677,0.019492600000000002,40,0,1,0,0,2,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-screenfail-safety-qtc,C2,0,False,False,committed,lymphoma,0,42,187,8,False,290690,5790,0,0,296480,0.031385,6,6,6,0,0,12,0,0,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-screenfail-safety-qtc,C2,1,False,False,committed,lymphoma,0,42,226,32,False,357095,6537,0,0,363632,0.038324300000000006,47,8,1,0,0,13,0,3,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-verified-confirm-enroll,C2,0,False,False,committed,lymphoma,0,41,264,24,False,410150,7896,0,0,418046,0.0441734,70,10,1,0,0,1,0,2,0,0,0,0,0
gemini-3.1-flash-lite,clinical_trial_eligibility,t6-verified-confirm-enroll,C2,1,False,False,committed,lymphoma,0,41,219,10,False,340496,6657,0,0,347153,0.0367124,61,10,2,0,0,2,0,2,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-correction-branch-switch,C2,0,False,False,committed,deep_clean,0,10,14,0,False,15143,605,0,0,15748,0.0017563000000000001,5,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-correction-branch-switch,C2,1,False,False,committed,deep_clean,0,10,16,0,False,16277,704,0,0,16981,0.0019093000000000003,7,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-correction-branch-switch,C2,2,False,False,committed,deep_clean,0,10,37,1,False,42537,1268,0,0,43805,0.004760899999999999,28,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-digression-return,C2,0,True,True,committed,windows,0,9,9,0,False,10994,435,0,0,11429,0.0012734,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-digression-return,C2,1,True,True,committed,windows,0,9,9,0,False,10994,467,0,0,11461,0.0012862000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-digression-return,C2,2,True,True,committed,windows,0,9,9,0,False,10994,438,0,0,11432,0.0012746,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-duplicate-commit-deepclean,C2,0,True,True,committed,deep_clean,0,9,11,0,False,12152,527,0,0,12679,0.001426,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-duplicate-commit-deepclean,C2,1,True,True,committed,deep_clean,0,9,11,0,False,12152,511,0,0,12663,0.0014196,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-duplicate-commit-deepclean,C2,2,True,True,committed,deep_clean,0,9,11,0,False,12152,511,0,0,12663,0.0014196,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-happy-deepclean,C2,0,True,True,committed,deep_clean,0,8,9,0,False,10420,439,0,0,10859,0.0012175999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-happy-deepclean,C2,1,True,True,committed,deep_clean,0,8,9,0,False,10420,407,0,0,10827,0.0012048,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-happy-deepclean,C2,2,True,True,committed,deep_clean,0,8,9,0,False,10420,469,0,0,10889,0.0012296,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-happy-moveout,C2,0,True,True,committed,move_out,0,9,10,0,False,11642,530,0,0,12172,0.0013762,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-happy-moveout,C2,1,True,True,committed,move_out,0,9,10,0,False,11642,512,0,0,12154,0.001369,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-happy-moveout,C2,2,True,True,committed,move_out,0,9,10,0,False,11642,465,0,0,12107,0.0013502,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-happy-windows,C2,0,True,True,committed,windows,0,8,9,0,False,10414,499,0,0,10913,0.001241,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-happy-windows,C2,1,True,True,committed,windows,0,8,9,0,False,10414,430,0,0,10844,0.0012134000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-happy-windows,C2,2,True,True,committed,windows,0,8,9,0,False,10414,389,0,0,10803,0.001197,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-invalid-then-repair-moveout,C2,0,False,False,committed,move_out,0,10,10,0,False,12264,502,0,0,12766,0.0014272,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-invalid-then-repair-moveout,C2,1,False,False,committed,move_out,0,10,10,0,False,12264,585,0,0,12849,0.0014604000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-invalid-then-repair-moveout,C2,2,False,False,committed,move_out,0,10,10,0,False,12264,499,0,0,12763,0.001426,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-invalid-then-repair-windows,C2,0,True,True,committed,windows,0,9,10,0,True,11663,459,0,0,12122,0.0013499,0,0,0,0,0,0,1,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-invalid-then-repair-windows,C2,1,True,True,committed,windows,0,9,10,0,True,11663,442,0,0,12105,0.0013430999999999998,0,0,0,0,0,0,1,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-invalid-then-repair-windows,C2,2,True,True,committed,windows,0,9,10,0,True,11663,434,0,0,12097,0.0013399,0,0,0,0,0,0,1,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-multi-answer-deepclean,C2,0,True,True,committed,deep_clean,0,8,35,1,False,40338,1069,0,0,41407,0.004461400000000001,24,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-multi-answer-deepclean,C2,1,True,True,committed,deep_clean,0,8,44,1,False,47077,1305,0,0,48382,0.0052296999999999995,28,0,0,0,0,0,1,1,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-multi-answer-deepclean,C2,2,True,True,committed,deep_clean,0,8,43,1,False,45766,1335,0,0,47101,0.005110600000000001,30,0,0,0,0,0,1,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-multi-answer-moveout,C2,0,True,True,committed,move_out,0,8,10,1,False,11086,451,0,0,11537,0.0012890000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-multi-answer-moveout,C2,1,False,False,committed,move_out,0,8,32,1,False,38212,1053,0,0,39265,0.0042424,20,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-multi-answer-moveout,C2,2,True,True,committed,move_out,0,8,9,0,False,10406,470,0,0,10876,0.0012286,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-out-of-order-windows,C2,0,False,False,committed,deep_clean,0,8,9,0,False,10621,416,0,0,11037,0.0012285000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-out-of-order-windows,C2,1,False,False,committed,deep_clean,0,8,21,0,False,20322,739,0,0,21061,0.0023278,11,0,0,0,0,0,1,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-out-of-order-windows,C2,2,False,False,committed,deep_clean,0,8,12,0,False,12518,561,0,0,13079,0.0014762000000000002,2,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-premature-commit-moveout,C2,0,False,False,committed,move_out,0,9,9,0,False,10985,448,0,0,11433,0.0012777,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-premature-commit-moveout,C2,1,False,False,committed,move_out,0,9,9,0,False,10985,484,0,0,11469,0.0012920999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-premature-commit-moveout,C2,2,False,False,committed,move_out,0,9,9,0,False,10985,450,0,0,11435,0.0012785,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-prompt-injection-windows,C2,0,False,False,committed,windows,0,9,9,0,False,11001,477,0,0,11478,0.0012909,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-prompt-injection-windows,C2,1,False,False,committed,windows,0,9,9,0,False,11001,453,0,0,11454,0.0012813000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-prompt-injection-windows,C2,2,False,False,committed,windows,0,9,9,0,False,11002,380,0,0,11382,0.0012522,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-skip-mandatory-email,C2,0,True,True,committed,deep_clean,0,9,10,1,False,11647,500,0,0,12147,0.0013647,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-skip-mandatory-email,C2,1,True,True,committed,deep_clean,0,9,10,1,False,11647,501,0,0,12148,0.0013651000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-skip-mandatory-email,C2,2,True,True,committed,deep_clean,0,9,11,1,False,12328,529,0,0,12857,0.0014444000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-verified-confirm-moveout,C2,0,True,True,committed,move_out,0,9,10,0,False,11644,479,0,0,12123,0.001356,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-verified-confirm-moveout,C2,1,True,True,committed,move_out,0,9,10,0,False,11644,479,0,0,12123,0.001356,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,form_booking,w1-verified-confirm-moveout,C2,2,True,True,committed,move_out,0,9,10,0,False,11644,472,0,0,12116,0.0013532000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-correction-branch-switch,C2,0,False,False,committed,server_down,0,8,30,0,False,28537,652,0,0,29189,0.0031145000000000005,0,6,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-correction-branch-switch,C2,1,False,False,escalated,,0,8,24,0,False,22452,556,0,0,23008,0.0024676000000000003,0,4,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-correction-branch-switch,C2,2,False,False,escalated,,0,8,23,0,False,21594,548,0,0,22142,0.0023786,0,3,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-digression-return-slow-response,C2,0,True,True,committed,slow_response,0,7,37,1,False,50164,1615,0,0,51779,0.005662400000000001,26,2,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-digression-return-slow-response,C2,1,True,True,committed,slow_response,0,7,57,2,False,72683,1372,0,0,74055,0.0078171,24,16,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-digression-return-slow-response,C2,2,True,True,committed,slow_response,0,7,38,1,False,51496,1526,0,0,53022,0.00576,20,5,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-duplicate-commit-error-spike,C2,0,True,True,committed,error_spike,0,5,7,0,False,8791,242,0,0,9033,0.0009759000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-duplicate-commit-error-spike,C2,1,True,True,committed,error_spike,0,5,10,0,False,11319,249,0,0,11568,0.0012315,0,3,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-duplicate-commit-error-spike,C2,2,True,True,committed,error_spike,0,5,10,0,False,11339,265,0,0,11604,0.0012399000000000002,0,3,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-error-spike,C2,0,True,True,committed,error_spike,0,4,8,0,False,9202,239,0,0,9441,0.0010158,0,3,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-error-spike,C2,1,True,True,committed,error_spike,0,4,5,0,False,6655,195,0,0,6850,0.0007435,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-error-spike,C2,2,True,True,committed,error_spike,0,4,5,0,False,6655,197,0,0,6852,0.0007442999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-server-down,C2,0,True,True,committed,server_down,0,7,10,0,False,13011,539,0,0,13550,0.0015167000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-server-down,C2,1,True,True,committed,server_down,0,7,13,0,False,15305,605,0,0,15910,0.0017725,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-server-down,C2,2,True,True,committed,server_down,0,7,11,0,False,13037,539,0,0,13576,0.0015193000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-slow-response,C2,0,True,True,committed,slow_response,0,6,17,0,False,18933,647,0,0,19580,0.0021521000000000005,2,4,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-slow-response,C2,1,True,True,committed,slow_response,0,6,11,0,False,13348,594,0,0,13942,0.0015724,0,2,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-happy-slow-response,C2,2,True,True,committed,slow_response,0,6,37,1,False,49771,955,0,0,50726,0.0053591,2,8,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-insufficient-evidence-escalate,C2,0,True,True,escalated,,0,6,35,1,False,40594,583,0,0,41177,0.004292600000000001,0,23,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-insufficient-evidence-escalate,C2,1,True,True,escalated,,0,6,38,1,False,42132,614,0,0,42746,0.004458800000000001,0,10,0,0,0,1,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-insufficient-evidence-escalate,C2,2,True,True,escalated,,0,6,17,0,False,18746,485,0,0,19231,0.0020686000000000003,0,5,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-invalid-then-repair-server-down,C2,0,False,False,committed,server_down,0,8,62,2,False,97872,4171,0,0,102043,0.0114556,44,3,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-invalid-then-repair-server-down,C2,1,False,False,committed,server_down,0,8,22,0,False,25472,1286,0,0,26758,0.0030616000000000003,7,2,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-invalid-then-repair-server-down,C2,2,False,False,committed,server_down,0,8,37,1,False,51450,1902,0,0,53352,0.0059058,22,2,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-misleading-evidence-server-down,C2,0,False,False,committed,server_down,0,7,37,1,False,47192,1401,0,0,48593,0.0052796,22,2,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-misleading-evidence-server-down,C2,1,True,True,committed,server_down,0,7,59,2,False,79162,2100,0,0,81262,0.0087562,22,24,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-misleading-evidence-server-down,C2,2,True,True,committed,server_down,0,7,38,1,False,45928,1365,0,0,47293,0.0051388,22,3,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-multi-answer-server-down,C2,0,True,True,committed,server_down,0,7,82,3,False,115609,3361,0,0,118970,0.012905300000000001,62,6,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-multi-answer-server-down,C2,1,True,True,committed,server_down,0,7,58,2,False,82690,2695,0,0,85385,0.009347,42,2,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-multi-answer-server-down,C2,2,True,True,committed,server_down,0,7,88,3,False,110699,2275,0,0,112974,0.011979900000000002,46,13,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-flash-lite,incident_investigation,w2-out-of-order-slow-response,C2,0,True,True,committed,slow_response,0,6,45,1,False,51413,963,0,0,52376,0.0055265,4,24,0,0,0,0,0,0,0,0,0,0,0
